id|name|district_id|population|voting_population|total_votes|average_democrat_votes|state_id|neighbors|geometry
3100117W|Voting District 4D|NE03|2687|2232|668.0|0.388153|NE|3100115W,310016P,310013W,3100116W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.36314797867153, 40.58499101107184], [-98.36418498734383, 40.58497501161093], [-98.36450803592162, 40.58523598593204], [-98.37394903003747, 40.58526300190731], [-98.37385799225473, 40.59340600708449], [-98.37380001141902, 40.59539999618368], [-98.37369996605545, 40.60244399148687], [-98.36888300917585, 40.60244999503693], [-98.36890198631212, 40.60072400441242], [-98.36414301026821, 40.60067798720121], [-98.3642039644801, 40.60022600993494], [-98.36169303574012, 40.60026599357834], [-98.36179500505297, 40.59706901311812], [-98.3546229593266, 40.59704400833212], [-98.35465496684677, 40.59804600083714], [-98.35345101184666, 40.5980219866369], [-98.3531299746704, 40.59848600102104], [-98.35245598024999, 40.59846099623504], [-98.35306403568079, 40.59716600046934], [-98.34880301269641, 40.59715300278346], [-98.3480489994756, 40.59672200792465], [-98.35346001942746, 40.591382000235], [-98.35499401918464, 40.58977298878341], [-98.35790600390128, 40.58693400001327], [-98.35998098322051, 40.5856670108086], [-98.36176903173744, 40.58512999325573], [-98.36193501609061, 40.58539700114465], [-98.35948101875942, 40.5862220089939], [-98.36300202088152, 40.58621099247954], [-98.36314797867153, 40.58499101107184]], [[-98.35553596072134, 40.58955100751994], [-98.35926903452756, 40.58962899363522], [-98.35930296599702, 40.58641799488561], [-98.35716300966281, 40.58794199606835], [-98.35553596072134, 40.58955100751994]]]}"
3100116W|Voting District 4C|NE03|958|770|274.0|0.447421|NE|3100115W,310011W,310013W,3100114W,3100117W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.3780700419842, 40.59567600939769], [-98.37654697375713, 40.59581000863503], [-98.37539697678963, 40.59553900838532], [-98.37380001141902, 40.59539999618368], [-98.37385799225473, 40.59340600708449], [-98.37394903003747, 40.58526300190731], [-98.37395996156758, 40.5850170064436], [-98.37871299085911, 40.58507401015142], [-98.37863795683644, 40.5898570084665], [-98.37835898418805, 40.58985598786299], [-98.37828499959227, 40.59481501026583], [-98.3780700419842, 40.59567600939769]]]}"
310013W|Voting District 1C|NE03|1651|1374|355.0|0.455992|NE|310016P,310011W,3100114W,3100116W,3100117W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.37832898806943, 40.56707899921922], [-98.37815898091317, 40.57162999034223], [-98.37814997333236, 40.57530998642253], [-98.37852601796813, 40.57532700648695], [-98.37873100602073, 40.57864300732711], [-98.37871299085911, 40.58507401015142], [-98.37395996156758, 40.5850170064436], [-98.37394903003747, 40.58526300190731], [-98.36450803592162, 40.58523598593204], [-98.36418498734383, 40.58497501161093], [-98.36314797867153, 40.58499101107184], [-98.36312996350992, 40.58262399138967], [-98.35799196945406, 40.58264299262561], [-98.3580370073581, 40.57973799482256], [-98.364205013907, 40.57975000192268], [-98.36421603288935, 40.57540301143071], [-98.36411896090198, 40.570107009763], [-98.36970995756556, 40.57308999368133], [-98.36970199941165, 40.56976498751608], [-98.37386997321173, 40.56985098837069], [-98.37382598473457, 40.56701701256485], [-98.37832898806943, 40.56707899921922]]]}"
310011P|Kenesaw Precinct|NE03|1155|833|466.0|0.287122|NE|310993P,310012P,3107941P,310197P,310017P,310018P,310995P,310996P,310013P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.60996102745432, 40.6987419850711], [-98.61008897008271, 40.69618300187576], [-98.61006597014337, 40.68787600972869], [-98.61011301944895, 40.68538201496275], [-98.6100929928858, 40.68049998808943], [-98.61012596238061, 40.66256999560438], [-98.61009998906506, 40.63747101390389], [-98.6101150308505, 40.63209600551739], [-98.61009500428733, 40.61558900448532], [-98.61022303436798, 40.61471900002837], [-98.61009902709041, 40.61130301006196], [-98.61008800810806, 40.59286499717083], [-98.61006701957025, 40.5906369896903], [-98.6100799625019, 40.56869800658166], [-98.61007104237333, 40.56086598529759], [-98.61010995862053, 40.52424099796109], [-98.63860600895276, 40.52415598769224], [-98.6507400073741, 40.52413998823133], [-98.66278804024266, 40.52417000598163], [-98.6748420198636, 40.5241670042066], [-98.6887900401174, 40.52421599317509], [-98.72403198140623, 40.52422199672515], [-98.72401099286841, 40.53046598896509], [-98.7240490345932, 40.53640701205125], [-98.72403504223465, 40.54361400373857], [-98.72408698886574, 40.56464999288268], [-98.72407798128492, 40.57915399949047], [-98.72415598868378, 40.59248899483057], [-98.72408900026727, 40.59636599740609], [-98.72420697334022, 40.61123498983978], [-98.7241960418101, 40.62154101406809], [-98.7242439656381, 40.62873500806953], [-98.72423102270645, 40.64318501274453], [-98.72429897309762, 40.65705000148393], [-98.7242880415675, 40.66353599682679], [-98.72432197303696, 40.66512201468165], [-98.72431602628458, 40.6719319916035], [-98.72438703750417, 40.68977199087315], [-98.72441196139282, 40.69889099318359], [-98.72143001488348, 40.69890300028371], [-98.71491403586816, 40.69889999850868], [-98.71180799462903, 40.69896099457729], [-98.6898940372062, 40.69869800906691], [-98.68645104248297, 40.69861398938382], [-98.68608601682956, 40.69883501007928], [-98.6837109888719, 40.69889099318359], [-98.6671289945752, 40.69874099448534], [-98.66686296485845, 40.69883299889001], [-98.62106999816037, 40.69874399626037], [-98.62017999670498, 40.69881300706831], [-98.60996102745432, 40.6987419850711]]]}"
310012P|Verona Precinct|NE03|241|193|102.0|0.23368|NE|310011P,310014P,3107941P,310013P,310015P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.49712096379271, 40.61159601332264], [-98.50659099205254, 40.61158298561901], [-98.53199604293106, 40.61146999880688], [-98.53838399186574, 40.611457001121], [-98.55901502491493, 40.61135298961621], [-98.57315797621364, 40.61136898907712], [-98.58270198906924, 40.6113619949413], [-98.59348799864974, 40.61138498853803], [-98.60421803879608, 40.61136400613057], [-98.61009902709041, 40.61130301006196], [-98.61022303436798, 40.61471900002837], [-98.61009500428733, 40.61558900448532], [-98.6101150308505, 40.63209600551739], [-98.61009998906506, 40.63747101390389], [-98.61012596238061, 40.66256999560438], [-98.6100929928858, 40.68049998808943], [-98.61011301944895, 40.68538201496275], [-98.61006597014337, 40.68787600972869], [-98.61008897008271, 40.69618300187576], [-98.60996102745432, 40.6987419850711], [-98.60698100489427, 40.69871199733855], [-98.60492299130978, 40.69881901061837], [-98.6016720417075, 40.69877101223564], [-98.59214499458663, 40.6987270062137], [-98.58801401308445, 40.69874099448534], [-98.57783299810632, 40.69870599378849], [-98.56228503910572, 40.6987219932494], [-98.54329495990429, 40.6986769966417], [-98.53483299362503, 40.69864298653061], [-98.51349298525908, 40.69864100535909], [-98.49675296476312, 40.69859399756212], [-98.49691999854318, 40.6775670137431], [-98.49701698307831, 40.65769799465966], [-98.49702196785604, 40.65231100919079], [-98.49710399805798, 40.63438699023805], [-98.49709402850252, 40.62611400820207], [-98.49712096379271, 40.61159601332264]]]}"
310017P|Holstein Precinct|NE03|383|283|145.0|0.291086|NE|310011P,311811P,3109912P,310018P,310995P,310996P,310013P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.72394802725498, 40.35039100580184], [-98.72405804217401, 40.35324299225786], [-98.72399498910833, 40.35496799229661], [-98.72404999656784, 40.36976599275084], [-98.72406503835327, 40.391585985497294], [-98.72409302307035, 40.39983399276502], [-98.72408296606265, 40.41064500560663], [-98.72400399668913, 40.42283899624007], [-98.7240689737041, 40.43728801032931], [-98.72407203453254, 40.46506799738011], [-98.72411296218127, 40.46622599213344], [-98.72407203453254, 40.47402400330642], [-98.72405804217401, 40.48388900674732], [-98.72411995836055, 40.487961004628794], [-98.72401702707303, 40.49156001281878], [-98.72402096242388, 40.4996169871236], [-98.7238759666085, 40.5014019926452], [-98.72404203841393, 40.50352400744942], [-98.72395397400736, 40.50977199205015], [-98.72401099286841, 40.51118600819579], [-98.72403198140623, 40.52422199672515], [-98.6887900401174, 40.52421599317509], [-98.6748420198636, 40.5241670042066], [-98.66278804024266, 40.52417000598163], [-98.6507400073741, 40.52413998823133], [-98.63860600895276, 40.52415598769224], [-98.61010995862053, 40.52424099796109], [-98.61019601162555, 40.50753398865877], [-98.61019198882246, 40.49941001473528], [-98.61023501532497, 40.48871300930931], [-98.61029002278448, 40.48069899040517], [-98.61028503800675, 40.47186500663383], [-98.61024996965816, 40.46548800574231], [-98.61026702284514, 40.4529619887728], [-98.61025504188814, 40.44420298934171], [-98.61032203030464, 40.42261101142654], [-98.61022399634263, 40.4105919942596], [-98.61020099640328, 40.40410299714171], [-98.61008800810806, 40.40075898974052], [-98.61007401574952, 40.39435899525227], [-98.61023501532497, 40.39389399028237], [-98.61020904200943, 40.38846699115235], [-98.61022495831727, 40.37742000877563], [-98.61020396977946, 40.37215600602974], [-98.6103229922793, 40.37114299701036], [-98.61030296571613, 40.36924401409087], [-98.61044000337758, 40.36783098853099], [-98.61031197329694, 40.36706001263228], [-98.61029098475913, 40.35383299114001], [-98.61025600386279, 40.350371013980144], [-98.61877402702844, 40.35033601328329], [-98.63063298815223, 40.35024800123941], [-98.64694300597981, 40.35030401436147], [-98.65222503387639, 40.35028801490056], [-98.67944296970825, 40.35030899730802], [-98.72394802725498, 40.35039100580184]]]}"
310012W|Voting District 1B|NE03|1959|1426|436.0|0.434327|NE|310015P,310011W,310015W,3100111W,310019W,3100110W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.41275298854936, 40.58260300898221], [-98.407186041252, 40.58285200622095], [-98.40205399394853, 40.58320201318945], [-98.40141900322753, 40.58346298751056], [-98.39717101062705, 40.58364099276984], [-98.39117895798681, 40.58386099286179], [-98.38994098406499, 40.58390499888373], [-98.389917022151, 40.57854899173317], [-98.38994203349188, 40.5726919883301], [-98.39002703707001, 40.56611999213263], [-98.39134398036533, 40.56612500509693], [-98.39135001456997, 40.56541199347405], [-98.39202899376811, 40.56545599949599], [-98.3921000049877, 40.56136701156785], [-98.39337803203584, 40.56136701156785], [-98.39336202827576, 40.56205399780122], [-98.39588502542499, 40.56206399371207], [-98.39581803700848, 40.564364013775574], [-98.40220895931935, 40.56436698553285], [-98.40220703537005, 40.56418099555199], [-98.40459596823402, 40.56418099555199], [-98.40468499461524, 40.56730401227547], [-98.41205302081339, 40.5673520106582], [-98.41176801396038, 40.56798598554454], [-98.41130801517338, 40.56809098763509], [-98.41022797999858, 40.57088398921177], [-98.40945000486376, 40.57223499809953], [-98.40909302481651, 40.57246499410233], [-98.40713802997176, 40.57244599286639], [-98.40687401165656, 40.5730020116552], [-98.40574701462842, 40.57353299564026], [-98.4031769681736, 40.57358600698729], [-98.40319498333521, 40.5752470091824], [-98.41127600765321, 40.57529098518659], [-98.41117998509274, 40.582609012532274], [-98.41275298854936, 40.58260300898221]]]}"
310013P|Juniata Precinct|NE03|999|737|382.0|0.333726|NE|310011P,310014P,310012P,310017P,310019P,310018P,310015P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.61009902709041, 40.61130301006196], [-98.60421803879608, 40.61136400613057], [-98.59348799864974, 40.61138498853803], [-98.58270198906924, 40.6113619949413], [-98.57315797621364, 40.61136898907712], [-98.55901502491493, 40.61135298961621], [-98.53838399186574, 40.611457001121], [-98.53199604293106, 40.61146999880688], [-98.50659099205254, 40.61158298561901], [-98.49712096379271, 40.61159601332264], [-98.49704496779539, 40.597074986650426], [-98.49704103244456, 40.58504300181536], [-98.49699302116431, 40.5734170070531], [-98.49688597962148, 40.56265399259422], [-98.49691597574011, 40.56247100438839], [-98.49694098708099, 40.54440100911594], [-98.4968340329904, 40.53902098776514], [-98.4968949872023, 40.53102999247548], [-98.49686000630594, 40.52449098578559], [-98.50633799271968, 40.5244720145674], [-98.52605296354571, 40.52446601101734], [-98.55376299313697, 40.52441299967031], [-98.58289901896794, 40.524332011780004], [-98.59493297202572, 40.52426801393636], [-98.61010995862053, 40.52424099796109], [-98.61007104237333, 40.56086598529759], [-98.6100799625019, 40.56869800658166], [-98.61006701957025, 40.5906369896903], [-98.61008800810806, 40.59286499717083], [-98.61009902709041, 40.61130301006196]]]}"
310018P|Roseland Precinct|NE03|520|391|208.0|0.322591|NE|310011P,311811P,311812P,310017P,310019P,310013P,310015P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.61025600386279, 40.350371013980144], [-98.61029098475913, 40.35383299114001], [-98.61031197329694, 40.36706001263228], [-98.61044000337758, 40.36783098853099], [-98.61030296571613, 40.36924401409087], [-98.6103229922793, 40.37114299701036], [-98.61020396977946, 40.37215600602974], [-98.61022495831727, 40.37742000877563], [-98.61020904200943, 40.38846699115235], [-98.61023501532497, 40.39389399028237], [-98.61007401574952, 40.39435899525227], [-98.61008800810806, 40.40075898974052], [-98.61020099640328, 40.40410299714171], [-98.61022399634263, 40.4105919942596], [-98.61032203030464, 40.42261101142654], [-98.61025504188814, 40.44420298934171], [-98.61026702284514, 40.4529619887728], [-98.61024996965816, 40.46548800574231], [-98.61028503800675, 40.47186500663383], [-98.61029002278448, 40.48069899040517], [-98.61023501532497, 40.48871300930931], [-98.61019198882246, 40.49941001473528], [-98.61019601162555, 40.50753398865877], [-98.61010995862053, 40.52424099796109], [-98.59493297202572, 40.52426801393636], [-98.58289901896794, 40.524332011780004], [-98.55376299313697, 40.52441299967031], [-98.52605296354571, 40.52446601101734], [-98.50633799271968, 40.5244720145674], [-98.49686000630594, 40.52449098578559], [-98.49688799102302, 40.51654498710363], [-98.49679704069251, 40.509963985581074], [-98.49674902941227, 40.50331199207905], [-98.49673801042992, 40.49546400135182], [-98.4966519574249, 40.49040601042624], [-98.49666297640725, 40.48096698887985], [-98.49662598410936, 40.46995800897501], [-98.49658103365755, 40.46412000680788], [-98.49655296148823, 40.4534120148853], [-98.49655199951358, 40.44102801189246], [-98.49651299581416, 40.42407999007298], [-98.49650696160953, 40.41190899303627], [-98.49653101097577, 40.40950901386427], [-98.49644495797075, 40.40241299779981], [-98.4965030262587, 40.39968999761683], [-98.49640901509976, 40.39555199070245], [-98.49645999975618, 40.39395399576522], [-98.49641496185212, 40.38798199436075], [-98.49644801879919, 40.38690399691197], [-98.4964559769531, 40.37010600380849], [-98.49642396943294, 40.3674120007723], [-98.49642396943294, 40.35916399350457], [-98.49646096173083, 40.35041300881281], [-98.50042998168293, 40.350403012901964], [-98.50623497397993, 40.35037899870172], [-98.52804696208989, 40.350362008655054], [-98.55338397512502, 40.35038100989099], [-98.57633599064702, 40.35033199090475], [-98.59545296304995, 40.35031100849729], [-98.61025600386279, 40.350371013980144]]]}"
310016W|Voting District 2B|NE03|1635|1157|663.0|0.335282|NE|310018W,310015P,310012E,310017W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.42061599443086, 40.59699099698509], [-98.42063995634486, 40.5933719969734], [-98.42068499424892, 40.59008100091924], [-98.42069697520591, 40.58970400799322], [-98.43735898830302, 40.58980099534444], [-98.437993979024, 40.58972099803989], [-98.43925696428671, 40.59101599380559], [-98.43968198217736, 40.59190298830921], [-98.43989501583613, 40.59292500265368], [-98.43976497435395, 40.59697499752418], [-98.44917396094964, 40.59697001457763], [-98.45881399636572, 40.59701299999606], [-98.45881102298954, 40.59650500960773], [-98.46373003663425, 40.59647901423597], [-98.4637639681037, 40.59711298912231], [-98.46495200679598, 40.59710500440073], [-98.4648780222002, 40.59630599192324], [-98.4667980361486, 40.59628999246233], [-98.46681902468642, 40.59709398788637], [-98.46748602292756, 40.59727301374916], [-98.46750596203849, 40.59813500346678], [-98.46670699836585, 40.59814598996339], [-98.46645802183608, 40.59994501377438], [-98.46532901340639, 40.60008300537251], [-98.46530898684323, 40.60440099871769], [-98.45874202317148, 40.6043970063569], [-98.45866200437108, 40.59867000983038], [-98.45734899642659, 40.59863098675499], [-98.4573359660427, 40.59782600074519], [-98.45156901547047, 40.59790999041053], [-98.4515620192912, 40.59860099902244], [-98.44885196179874, 40.59859100311159], [-98.44889201492506, 40.5983969983914], [-98.44661502092941, 40.5983969983914], [-98.44657697920464, 40.59767900382197], [-98.44031198812063, 40.59768599795779], [-98.44032300710298, 40.6011519974962], [-98.44138703851769, 40.60114200158535], [-98.44193204088282, 40.60137598994894], [-98.44193204088282, 40.60231299402456], [-98.43966099363955, 40.60229600397789], [-98.43965399746028, 40.60420201105095], [-98.43001903427417, 40.60421900109762], [-98.43004098478663, 40.60345000637043], [-98.43887103754773, 40.59716299869431], [-98.43334702930065, 40.597074986650426], [-98.43035598775826, 40.59955100078394], [-98.43035397635673, 40.59701299999606], [-98.42061599443086, 40.59699099698509]]]}"
310012E|2E Precinct|NE03|1418|1020|454.0|0.402867|NE|310016W,310015P,310015W,310017W,3100111W|"{""type"": ""Polygon"", ""coordinates"": [[[-98.4396379937002, 40.58250599161324], [-98.44309296938043, 40.58258800010706], [-98.44685603930526, 40.58256899887112], [-98.44693798205496, 40.58280598900974], [-98.44692503912331, 40.58771599242634], [-98.44678196725724, 40.58979000884783], [-98.43994897386875, 40.58982398894117], [-98.43989501583613, 40.59292500265368], [-98.43968198217736, 40.59190298830921], [-98.43925696428671, 40.59101599380559], [-98.437993979024, 40.58972099803989], [-98.43735898830302, 40.58980099534444], [-98.42069697520591, 40.58970400799322], [-98.42068499424892, 40.59008100091924], [-98.41167400280145, 40.58999899242542], [-98.41087302772728, 40.58975398754747], [-98.40181498697422, 40.58975398754747], [-98.40192701329477, 40.58613600813929], [-98.41015696877899, 40.58611100335329], [-98.41015303342814, 40.58630800984851], [-98.41693504216022, 40.58639800306391], [-98.41902698721417, 40.58612499162493], [-98.42070195998365, 40.58609899625317], [-98.42078302821093, 40.58384898576167], [-98.42347699449107, 40.58375298899621], [-98.42344297556937, 40.58459099453134], [-98.42599701826411, 40.58440401396472], [-98.43727302275023, 40.5843619891143], [-98.4373140378512, 40.58261099370379], [-98.43757595731262, 40.58249401453087], [-98.4396379937002, 40.58250599161324]]]}"
310019P|Ayr Precinct|NE03|665|459|253.0|0.322629|NE|311812P,3100110P,310018P,310016P,310013P,310015P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.38228200426144, 40.35027000425038], [-98.38608302845881, 40.350302993757964], [-98.40592804076702, 40.35028501312553], [-98.44906595743217, 40.35034600919414], [-98.46839998629694, 40.35041399939857], [-98.47710900515668, 40.35047598605294], [-98.4855909979991, 40.35043300063451], [-98.49646096173083, 40.35041300881281], [-98.49642396943294, 40.35916399350457], [-98.49642396943294, 40.3674120007723], [-98.4964559769531, 40.37010600380849], [-98.49644801879919, 40.38690399691197], [-98.49641496185212, 40.38798199436075], [-98.49645999975618, 40.39395399576522], [-98.49640901509976, 40.39555199070245], [-98.4965030262587, 40.39968999761683], [-98.49644495797075, 40.40241299779981], [-98.49653101097577, 40.40950901386427], [-98.49650696160953, 40.41190899303627], [-98.49651299581416, 40.42407999007298], [-98.49655199951358, 40.44102801189246], [-98.49655296148823, 40.4534120148853], [-98.49658103365755, 40.46412000680788], [-98.49662598410936, 40.46995800897501], [-98.49666297640725, 40.48096698887985], [-98.4966519574249, 40.49040601042624], [-98.49673801042992, 40.49546400135182], [-98.49674902941227, 40.50331199207905], [-98.49679704069251, 40.509963985581074], [-98.49688799102302, 40.51654498710363], [-98.49686000630594, 40.52449098578559], [-98.4778840069153, 40.52445499450298], [-98.4590259805976, 40.52447498632468], [-98.44578002693355, 40.52443899504207], [-98.4257580112898, 40.52447498632468], [-98.39769301305283, 40.52446499041383], [-98.38300497193676, 40.5244869934248], [-98.38298503282583, 40.5215520078892], [-98.38298503282583, 40.49912298500691], [-98.38291498358089, 40.46670798715001], [-98.38280400668722, 40.46644401105387], [-98.3828069800634, 40.45636098869254], [-98.38263496150562, 40.43721999010713], [-98.38254103779892, 40.423594993281384], [-98.38258799965226, 40.42271898527437], [-98.38248900371559, 40.41304399419287], [-98.38221300444339, 40.39452601401494], [-98.38216604259004, 40.39373399567327], [-98.38217697412016, 40.37501300545006], [-98.38197495944374, 40.37328800541131], [-98.38228200426144, 40.35027000425038]]]}"
3100110P|Pauline Precinct|NE03|392|307|120.0|0.304149|NE|311812P,310356P,310019P,310355P,310016P,310015P|"{""type"": ""Polygon"", ""coordinates"": [[[-98.27823202768687, 40.52402099786914], [-98.27818296697973, 40.51745899758252], [-98.2781880392097, 40.50615998617428], [-98.27814300130565, 40.49945399073947], [-98.27810102423003, 40.48327100130414], [-98.27806604333368, 40.47998399761077], [-98.27802896358355, 40.46684399757662], [-98.27805799772752, 40.45130699012775], [-98.27801698262655, 40.447869987736134], [-98.27802100542964, 40.43725400021822], [-98.27804496734363, 40.41968800297331], [-98.27798602453328, 40.41084201210185], [-98.27791300191215, 40.40949799734991], [-98.27786997540964, 40.401042987676114], [-98.27802896358355, 40.4005869880313], [-98.27802896358355, 40.39378898819182], [-98.27826298578013, 40.3896220141484], [-98.27807802429068, 40.37930401283772], [-98.27814098990412, 40.36385699860425], [-98.27812997092177, 40.35410801376826], [-98.27809000524768, 40.3503469997799], [-98.28217201349499, 40.350325987354694], [-98.28754604114896, 40.35035900688002], [-98.29315697692347, 40.3503419868156], [-98.29706101986059, 40.35054499686088], [-98.2973699886276, 40.350353003329964], [-98.29882300760973, 40.35036999337663], [-98.31168495848411, 40.350343998004874], [-98.33067302628399, 40.35033400209402], [-98.33132095993663, 40.35006399243007], [-98.33276103598712, 40.35055799454676], [-98.33350997697796, 40.35031701204735], [-98.34966196860628, 40.350302993757964], [-98.35222904168491, 40.35028099074699], [-98.38228200426144, 40.35027000425038], [-98.38197495944374, 40.37328800541131], [-98.38217697412016, 40.37501300545006], [-98.38216604259004, 40.39373399567327], [-98.38221300444339, 40.39452601401494], [-98.38248900371559, 40.41304399419287], [-98.38258799965226, 40.42271898527437], [-98.38254103779892, 40.423594993281384], [-98.38263496150562, 40.43721999010713], [-98.3828069800634, 40.45636098869254], [-98.38280400668722, 40.46644401105387], [-98.38291498358089, 40.46670798715001], [-98.38298503282583, 40.49912298500691], [-98.38298503282583, 40.5215520078892], [-98.38300497193676, 40.5244869934248], [-98.37127797624444, 40.52449098578559], [-98.33208398073826, 40.52440798670601], [-98.3004979803792, 40.52429899225467], [-98.27907095703357, 40.52425600683624], [-98.27823202768687, 40.52402099786914]]]}"
310016P|Blaine Precinct|NE03|505|473|71.0|0.227572|NE|310351P,3100115W,310014P,3100110P,310019P,310355P,310015P,310011W,310013W,3100117W|"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-98.35553596072134, 40.58955100751994], [-98.35716300966281, 40.58794199606835], [-98.35930296599702, 40.58641799488561], [-98.35926903452756, 40.58962899363522], [-98.35553596072134, 40.58955100751994]]], [[[-98.36314797867153, 40.58499101107184], [-98.36300202088152, 40.58621099247954], [-98.35948101875942, 40.5862220089939], [-98.36193501609061, 40.58539700114465], [-98.36176903173744, 40.58512999325573], [-98.35998098322051, 40.5856670108086], [-98.35790600390128, 40.58693400001327], [-98.35499401918464, 40.58977298878341], [-98.35346001942746, 40.591382000235], [-98.3480489994756, 40.59672200792465], [-98.34880301269641, 40.59715300278346], [-98.35306403568079, 40.59716600046934], [-98.35245598024999, 40.59846099623504], [-98.3531299746704, 40.59848600102104], [-98.35345101184666, 40.5980219866369], [-98.35465496684677, 40.59804600083714], [-98.3546229593266, 40.59704400833212], [-98.36179500505297, 40.59706901311812], [-98.36169303574012, 40.60026599357834], [-98.3642039644801, 40.60022600993494], [-98.36414301026821, 40.60067798720121], [-98.36890198631212, 40.60072400441242], [-98.36888300917585, 40.60244999503693], [-98.36890697108986, 40.60517800818421], [-98.36803297339455, 40.60507198549015], [-98.367995019122, 40.60614100763159], [-98.36889096732978, 40.60613101172074], [-98.36882196751172, 40.61157298970816], [-98.36857299098195, 40.6115719991224], [-98.3582699801278, 40.61155098669719], [-98.33825496066333, 40.61146798761761], [-98.33162301997662, 40.61146999880688], [-98.3167239566033, 40.611415996874086], [-98.3107349647915, 40.61137799440221], [-98.29905598037942, 40.61137400204142], [-98.28709496249053, 40.61127101114014], [-98.2782920199241, 40.6112669887616], [-98.2782819629164, 40.59972099130389], [-98.27830802368418, 40.58327798811546], [-98.27827400476248, 40.57971599181159], [-98.27820098214136, 40.57916699717635], [-98.27820299354289, 40.57391100916979], [-98.27827802756556, 40.57237401030117], [-98.27831397043656, 40.56633801105306], [-98.27828799712103, 40.55805998603503], [-98.27830697425729, 40.54399099666459], [-98.27826499718167, 40.5387469857404], [-98.27823500106305, 40.524256997422], [-98.27823202768687, 40.52402099786914], [-98.27907095703357, 40.52425600683624], [-98.3004979803792, 40.52429899225467], [-98.33208398073826, 40.52440798670601], [-98.37127797624444, 40.52449098578559], [-98.38300497193676, 40.5244869934248], [-98.38304799843927, 40.53842900771147], [-98.3830369794569, 40.54970400491947], [-98.3829699910404, 40.56173701035805], [-98.38174898285331, 40.56181298528406], [-98.3817160133585, 40.56462498809668], [-98.38201396314317, 40.56462498809668], [-98.38198396702454, 40.56709899104092], [-98.37832898806943, 40.56707899921922], [-98.37382598473457, 40.56701701256485], [-98.37386997321173, 40.56985098837069], [-98.36970199941165, 40.56976498751608], [-98.36970995756556, 40.57308999368133], [-98.36411896090198, 40.570107009763], [-98.36421603288935, 40.57540301143071], [-98.364205013907, 40.57975000192268], [-98.3580370073581, 40.57973799482256], [-98.35799196945406, 40.58264299262561], [-98.36312996350992, 40.58262399138967], [-98.36314797867153, 40.58499101107184]]]]}"
